1040,0.0106
1041,0.010687568
1042,0.010874304
1043,0.011021308
1044,0.011031902
1045,0.011368292
1046,0.011368292
1047,0.011460996
1048,0.011610647
1049,0.01173911
1050,0.012003982
1051,0.012160257
1052,0.012441021
1053,0.012456913
1054,0.012568157
1055,0.012663513
1056,0.012846274
1057,0.013085982
1058,0.01324358
1059,0.013480641
1060,0.013591888
1061,0.013754784
1062,0.013971978
1063,0.014170633
1064,0.014258039
1065,0.014469937
1066,0.014665941
1067,0.014851353
1068,0.014942731
1069,0.015153305
1070,0.015334742
1071,0.015288388
1072,0.015479098
1073,0.015559884
1074,0.015585045
1075,0.015671128
1076,0.015594317
1077,0.015728077
1078,0.015614183
1079,0.015667155
1080,0.015651263
1081,0.01563802
1082,0.015630076
1083,0.015581071
1084,0.015599614
1085,0.015614183
1086,0.015636696
1087,0.01577178
1088,0.015775751
1089,0.015827403
1090,0.015777079
1091,0.015847269
1092,0.015803566
1093,0.015879054
1094,0.015987651
1095,0.016003544
1096,0.016057843
1097,0.016104193
1098,0.016204845
1099,0.016162466
1100,0.016310792
1101,0.016312119
1102,0.016239278
1103,0.0164035
1104,0.016399527
1105,0.016449852
1106,0.016424688
1107,0.016542556
1108,0.016608773
1109,0.016639235
1110,0.016814049
1111,0.016836565
1112,0.016943837
1113,0.01699019
1114,0.016942512
1115,0.017188843
1116,0.017139843
1117,0.017296117
1118,0.017161032
1119,0.017207384
1120,0.01734909
1121,0.017263006
1122,0.017322602
1123,0.017537149
1124,0.017664289
1125,0.017872213
1126,0.017978162
1127,0.017918566
1128,0.018219193
1129,0.018390037
1130,0.018488038
1131,0.018841641
1132,0.018929048
1133,0.018910509
1134,0.019253517
1135,0.01940582
1136,0.019638905
1137,0.019780612
1138,0.019950129
1139,0.020169973
1140,0.020081243
1141,0.02018719
1142,0.020424251
1143,0.020607011
1144,0.020581849
1145,0.020642769
1146,0.020593766
1147,0.020752691
1148,0.020840099
1149,0.020950019
1150,0.020987103
1151,0.021087755
1152,0.021287732
1153,0.021481087
1154,0.021620145
1155,0.02199229
1156,0.022659766
1157,0.023102101
1158,0.023547085
1159,0.024105966
1160,0.024641007
1161,0.024927069
1162,0.025284644
1163,0.025749493
1164,0.026265992
1165,0.026345454
1166,0.026712302
1167,0.026913604
1168,0.027451292
1169,0.027905548
1170,0.028218096
1171,0.028673675
1172,0.029223284
1173,0.029564967
1174,0.030082792
1175,0.030248337
1176,0.030864162
1177,0.031358149
1178,0.031951465
1179,0.032491803
1180,0.033150002
1181,0.033413552
1182,0.033903565
1183,0.034416094
1184,0.034499526
1185,0.034797508
1186,0.035063703
1187,0.035409357
1188,0.036015913
1189,0.036373489
1190,0.037092619
1191,0.037356164
1192,0.037605144
1193,0.037974645
1194,0.038575899
1195,0.038918909
1196,0.039281782
1197,0.039465867
1198,0.039553274
1199,0.039766498
1200,0.039589036
1201,0.039766498
1202,0.040035341
1203,0.040387623
1204,0.040512111
1205,0.040611439
1206,0.040463112
1207,0.040643223
1208,0.040386297
1209,0.040387623
1210,0.040338621
1211,0.040114801
1212,0.040100236
1213,0.040373053
1214,0.040725336
1215,0.040722687
1216,0.041375592
1217,0.041290835
1218,0.04157557
1219,0.041486837
1220,0.04181793
1221,0.041779522
1222,0.041799385
1223,0.041214023
1224,0.040880282
1225,0.040678982
1226,0.041055098
1227,0.041549083
1228,0.04178879
1229,0.042143717
